channelId,portId,channelName,channelLength,channelWidth,channelDepth,channelDepthAtChartDatum,oneWayOrTwoWay,maxVesselLOA,maxVesselBeam,maxVesselDraft,trafficSeparationScheme,speedLimit,tidalWindowRequired,pilotageCompulsory,tugEscortRequired,dayNightRestrictions,visibilityMinimum,windSpeedLimit,currentSpeedLimit,channelSegments,anchorageAreaId
480,129,Port of Ashdod Basin Access Channel,2371,128,15.6,14.1,One-Way,291,41,14.1,FALSE,10,FALSE,TRUE,TRUE,24/7 Operations,1500,45,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 658, ""width"": 158, ""depth"": 15.6, ""bearing"": 8}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 466, ""width"": 126, ""depth"": 15.7, ""bearing"": 103}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 320, ""width"": 123, ""depth"": 16.1, ""bearing"": 7}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 927, ""width"": 130, ""depth"": 15.4, ""bearing"": 76}]",480
481,130,Port of Aqaba Main Approach Channel,12496,445,24.5,23.1,Two-Way,392,64,23,TRUE,12,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,1000,45,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4132, ""width"": 448, ""depth"": 24.5, ""bearing"": 16}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2677, ""width"": 438, ""depth"": 24.2, ""bearing"": 39}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1328, ""width"": 432, ""depth"": 25.0, ""bearing"": 264}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 4359, ""width"": 447, ""depth"": 24.5, ""bearing"": 308}]",481
482,130,Port of Aqaba Inner Navigation Channel,6279,301,17.3,15.9,One-Way,335,55,15.8,TRUE,12,TRUE,TRUE,TRUE,24/7 Operations,1500,45,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 971, ""width"": 273, ""depth"": 16.8, ""bearing"": 104}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 890, ""width"": 286, ""depth"": 17.1, ""bearing"": 29}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1577, ""width"": 284, ""depth"": 17.7, ""bearing"": 211}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2841, ""width"": 271, ""depth"": 17.6, ""bearing"": 48}]",482
483,130,Port of Aqaba Basin Access Channel,2337,100,11.4,10.5,One-Way,250,46,9.9,FALSE,8,TRUE,TRUE,TRUE,24/7 Operations,1500,45,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 768, ""width"": 127, ""depth"": 11.0, ""bearing"": 115}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 307, ""width"": 82, ""depth"": 11.3, ""bearing"": 273}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 359, ""width"": 124, ""depth"": 11.0, ""bearing"": 96}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 191, ""width"": 110, ""depth"": 11.4, ""bearing"": 22}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 712, ""width"": 82, ""depth"": 11.8, ""bearing"": 319}]",483
484,131,Port of Beirut Main Approach Channel,11546,437,20.4,19.2,One-Way,391,61,18.9,TRUE,14,TRUE,FALSE,FALSE,Night Transit with Enhanced Pilotage,500,45,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2856, ""width"": 411, ""depth"": 20.7, ""bearing"": 354}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1414, ""width"": 435, ""depth"": 20.8, ""bearing"": 153}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 7276, ""width"": 418, ""depth"": 20.0, ""bearing"": 87}]",484
485,131,Port of Beirut Inner Navigation Channel,3207,277,12.3,11,One-Way,348,54,10.8,FALSE,12,TRUE,FALSE,TRUE,24/7 Operations,500,35,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 994, ""width"": 302, ""depth"": 11.9, ""bearing"": 65}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 572, ""width"": 255, ""depth"": 11.8, ""bearing"": 321}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 637, ""width"": 253, ""depth"": 12.1, ""bearing"": 146}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 276, ""width"": 257, ""depth"": 12.0, ""bearing"": 328}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 728, ""width"": 248, ""depth"": 11.9, ""bearing"": 2}]",485
486,131,Port of Beirut Basin Access Channel,1359,246,11.3,10.1,Two-Way,302,46,9.8,TRUE,10,TRUE,TRUE,TRUE,None,1000,45,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 502, ""width"": 218, ""depth"": 11.0, ""bearing"": 240}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 337, ""width"": 242, ""depth"": 11.8, ""bearing"": 166}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 190, ""width"": 263, ""depth"": 11.7, ""bearing"": 22}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 73, ""width"": 251, ""depth"": 11.7, ""bearing"": 60}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 257, ""width"": 245, ""depth"": 11.3, ""bearing"": 162}]",486
487,132,Port of Latakia Main Approach Channel,17643,458,15.3,14.7,Two-Way,363,57,13.8,TRUE,14,FALSE,TRUE,TRUE,24/7 Operations,500,35,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5762, ""width"": 438, ""depth"": 14.8, ""bearing"": 61}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2241, ""width"": 463, ""depth"": 15.1, ""bearing"": 169}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3472, ""width"": 437, ""depth"": 15.2, ""bearing"": 168}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1944, ""width"": 466, ""depth"": 14.9, ""bearing"": 341}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 4224, ""width"": 479, ""depth"": 15.5, ""bearing"": 7}]",487
488,132,Port of Latakia Inner Navigation Channel,4012,150,12.2,11.7,Two-Way,353,48,10.7,FALSE,12,FALSE,TRUE,TRUE,Daylight Hours Preferred,1500,40,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1091, ""width"": 144, ""depth"": 12.6, ""bearing"": 117}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 610, ""width"": 147, ""depth"": 12.2, ""bearing"": 39}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 853, ""width"": 131, ""depth"": 12.0, ""bearing"": 354}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 368, ""width"": 128, ""depth"": 12.3, ""bearing"": 216}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1090, ""width"": 147, ""depth"": 12.3, ""bearing"": 277}]",488
489,132,Port of Latakia Basin Access Channel,1720,125,12.1,11.6,One-Way,284,45,10.6,FALSE,10,FALSE,TRUE,TRUE,24/7 Operations,1000,40,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 455, ""width"": 125, ""depth"": 12.0, ""bearing"": 83}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 436, ""width"": 130, ""depth"": 11.9, ""bearing"": 348}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 829, ""width"": 130, ""depth"": 12.0, ""bearing"": 76}]",489
490,133,Port of Yangon Main Approach Channel,14137,217,16.4,15.3,Two-Way,397,61,14.9,TRUE,10,TRUE,TRUE,FALSE,Night Transit with Enhanced Pilotage,1500,45,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4998, ""width"": 215, ""depth"": 16.3, ""bearing"": 189}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2850, ""width"": 201, ""depth"": 16.8, ""bearing"": 276}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 6289, ""width"": 242, ""depth"": 16.7, ""bearing"": 358}]",490
491,133,Port of Yangon Inner Navigation Channel,4807,349,12.7,12,One-Way,360,48,11.2,FALSE,10,TRUE,TRUE,FALSE,Daylight Hours Preferred,1000,30,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1050, ""width"": 377, ""depth"": 12.3, ""bearing"": 7}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 677, ""width"": 343, ""depth"": 12.6, ""bearing"": 74}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3080, ""width"": 347, ""depth"": 12.6, ""bearing"": 152}]",491
492,133,Port of Yangon Basin Access Channel,1982,247,10.7,9.5,One-Way,257,50,9.2,FALSE,6,TRUE,TRUE,FALSE,None,500,35,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 389, ""width"": 253, ""depth"": 10.3, ""bearing"": 222}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 247, ""width"": 273, ""depth"": 10.6, ""bearing"": 322}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 370, ""width"": 259, ""depth"": 11.2, ""bearing"": 89}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 334, ""width"": 275, ""depth"": 10.5, ""bearing"": 268}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 642, ""width"": 233, ""depth"": 10.8, ""bearing"": 68}]",492
493,134,Port of Sihanoukville Main Approach Channel,10873,509,23.5,22.8,Two-Way,393,58,22,TRUE,14,FALSE,TRUE,TRUE,None,1000,30,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1813, ""width"": 497, ""depth"": 23.7, ""bearing"": 337}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 9060, ""width"": 493, ""depth"": 23.4, ""bearing"": 40}]",493
494,134,Port of Sihanoukville Inner Navigation Channel,3067,292,16.2,15.3,Two-Way,362,52,14.7,TRUE,8,FALSE,TRUE,TRUE,Daylight Hours Preferred,750,30,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 757, ""width"": 292, ""depth"": 15.7, ""bearing"": 164}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2310, ""width"": 304, ""depth"": 16.6, ""bearing"": 324}]",494
495,134,Port of Sihanoukville Basin Access Channel,728,140,11.4,10.1,One-Way,274,44,9.9,FALSE,8,TRUE,TRUE,TRUE,None,1500,35,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 114, ""width"": 126, ""depth"": 11.7, ""bearing"": 221}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 150, ""width"": 154, ""depth"": 11.6, ""bearing"": 3}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 464, ""width"": 130, ""depth"": 11.6, ""bearing"": 222}]",495
496,135,Port of Phnom Penh Main Approach Channel,21130,580,19.1,18.3,Two-Way,373,60,17.6,TRUE,14,FALSE,TRUE,FALSE,Night Transit with Enhanced Pilotage,500,35,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4577, ""width"": 568, ""depth"": 19.0, ""bearing"": 270}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 16553, ""width"": 558, ""depth"": 18.9, ""bearing"": 71}]",496
497,135,Port of Phnom Penh Inner Navigation Channel,3883,194,17.7,16.9,One-Way,313,51,16.2,TRUE,10,TRUE,TRUE,FALSE,Daylight Hours Preferred,1000,30,4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1204, ""width"": 176, ""depth"": 17.9, ""bearing"": 174}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 495, ""width"": 192, ""depth"": 17.8, ""bearing"": 176}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 447, ""width"": 176, ""depth"": 17.6, ""bearing"": 265}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1737, ""width"": 187, ""depth"": 18.2, ""bearing"": 26}]",497
498,135,Port of Phnom Penh Basin Access Channel,1880,228,13,11.7,One-Way,257,50,11.5,FALSE,10,TRUE,TRUE,FALSE,24/7 Operations,1500,40,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 558, ""width"": 243, ""depth"": 13.5, ""bearing"": 264}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 455, ""width"": 229, ""depth"": 13.0, ""bearing"": 163}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 867, ""width"": 250, ""depth"": 13.4, ""bearing"": 107}]",498
499,136,CentrePort Wellington Main Approach Channel,18301,383,16.5,15.9,Two-Way,382,55,15,FALSE,12,FALSE,TRUE,TRUE,None,1000,35,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3663, ""width"": 384, ""depth"": 17.0, ""bearing"": 90}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3180, ""width"": 394, ""depth"": 16.1, ""bearing"": 211}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 11458, ""width"": 372, ""depth"": 16.5, ""bearing"": 297}]",499
500,136,CentrePort Wellington Inner Navigation Channel,7700,249,16.4,15.7,Two-Way,345,52,14.9,FALSE,10,FALSE,TRUE,FALSE,24/7 Operations,1500,45,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1916, ""width"": 269, ""depth"": 16.7, ""bearing"": 133}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 5784, ""width"": 264, ""depth"": 16.4, ""bearing"": 127}]",500
501,136,CentrePort Wellington Basin Access Channel,1198,217,11.6,10.7,Two-Way,297,47,10.1,FALSE,6,TRUE,TRUE,TRUE,None,500,35,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 411, ""width"": 209, ""depth"": 11.2, ""bearing"": 248}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 252, ""width"": 214, ""depth"": 11.5, ""bearing"": 70}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 535, ""width"": 214, ""depth"": 11.5, ""bearing"": 200}]",501
502,137,Immingham Port Main Approach Channel,16602,245,15.3,14.3,Two-Way,368,57,13.8,TRUE,10,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,500,30,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4636, ""width"": 217, ""depth"": 15.4, ""bearing"": 330}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 11966, ""width"": 235, ""depth"": 15.4, ""bearing"": 14}]",502
503,137,Immingham Port Inner Navigation Channel,2937,181,14.9,13.8,Two-Way,331,53,13.4,TRUE,12,TRUE,TRUE,TRUE,24/7 Operations,750,45,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 520, ""width"": 184, ""depth"": 14.9, ""bearing"": 303}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 503, ""width"": 173, ""depth"": 14.8, ""bearing"": 351}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1914, ""width"": 201, ""depth"": 15.1, ""bearing"": 85}]",503
504,137,Immingham Port Basin Access Channel,2521,231,13.3,11.9,One-Way,309,46,11.8,FALSE,10,FALSE,TRUE,TRUE,None,1000,30,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 461, ""width"": 232, ""depth"": 13.5, ""bearing"": 127}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2060, ""width"": 225, ""depth"": 12.8, ""bearing"": 55}]",504
505,138,Port of Liverpool Main Approach Channel,10661,594,20.2,19,One-Way,380,64,18.7,FALSE,14,FALSE,TRUE,FALSE,None,1500,30,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1741, ""width"": 613, ""depth"": 20.0, ""bearing"": 165}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 8920, ""width"": 621, ""depth"": 20.0, ""bearing"": 135}]",505
506,138,Port of Liverpool Inner Navigation Channel,7050,295,13.8,12.9,One-Way,364,48,12.3,TRUE,10,TRUE,TRUE,TRUE,24/7 Operations,750,35,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2090, ""width"": 308, ""depth"": 14.1, ""bearing"": 277}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1012, ""width"": 291, ""depth"": 13.6, ""bearing"": 38}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1038, ""width"": 298, ""depth"": 13.8, ""bearing"": 59}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 627, ""width"": 286, ""depth"": 13.8, ""bearing"": 47}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 2283, ""width"": 288, ""depth"": 13.4, ""bearing"": 176}]",506
507,138,Port of Liverpool Basin Access Channel,2037,227,15.4,14,One-Way,265,40,13.9,FALSE,6,FALSE,TRUE,FALSE,None,750,35,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 476, ""width"": 223, ""depth"": 15.7, ""bearing"": 248}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 568, ""width"": 209, ""depth"": 15.7, ""bearing"": 321}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 239, ""width"": 203, ""depth"": 15.0, ""bearing"": 128}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 754, ""width"": 248, ""depth"": 15.2, ""bearing"": 1}]",507
508,139,Dublin Port Main Approach Channel,16216,429,24,23.3,Two-Way,379,65,22.5,TRUE,14,FALSE,TRUE,TRUE,24/7 Operations,750,40,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5957, ""width"": 423, ""depth"": 23.8, ""bearing"": 278}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3360, ""width"": 440, ""depth"": 24.2, ""bearing"": 107}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 6899, ""width"": 455, ""depth"": 23.7, ""bearing"": 54}]",508
509,139,Dublin Port Inner Navigation Channel,2194,179,14.3,13.6,One-Way,311,55,12.8,FALSE,12,TRUE,FALSE,TRUE,24/7 Operations,500,35,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 458, ""width"": 160, ""depth"": 14.1, ""bearing"": 88}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1736, ""width"": 194, ""depth"": 14.3, ""bearing"": 163}]",509
510,139,Dublin Port Basin Access Channel,2994,101,10.5,9.3,One-Way,251,50,9,FALSE,10,TRUE,FALSE,TRUE,Daylight Hours Preferred,1000,45,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 845, ""width"": 121, ""depth"": 10.0, ""bearing"": 270}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 502, ""width"": 76, ""depth"": 10.7, ""bearing"": 280}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 257, ""width"": 124, ""depth"": 10.6, ""bearing"": 295}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1390, ""width"": 120, ""depth"": 10.5, ""bearing"": 136}]",510
511,140,Port of Cork Main Approach Channel,18826,449,18.2,16.7,Two-Way,360,63,16.7,TRUE,14,FALSE,TRUE,FALSE,24/7 Operations,500,45,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2934, ""width"": 439, ""depth"": 18.6, ""bearing"": 241}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 15892, ""width"": 427, ""depth"": 17.8, ""bearing"": 178}]",511
512,140,Port of Cork Inner Navigation Channel,2286,350,15.1,14,Two-Way,331,52,13.6,TRUE,10,FALSE,TRUE,FALSE,Daylight Hours Preferred,1000,40,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 583, ""width"": 366, ""depth"": 15.5, ""bearing"": 37}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 478, ""width"": 331, ""depth"": 15.6, ""bearing"": 308}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 443, ""width"": 362, ""depth"": 15.2, ""bearing"": 44}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 782, ""width"": 365, ""depth"": 15.2, ""bearing"": 160}]",512
513,140,Port of Cork Basin Access Channel,2854,202,11.5,10.9,One-Way,263,45,10,FALSE,6,FALSE,FALSE,TRUE,None,750,40,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 517, ""width"": 201, ""depth"": 11.9, ""bearing"": 279}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 826, ""width"": 186, ""depth"": 11.7, ""bearing"": 32}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 376, ""width"": 177, ""depth"": 11.4, ""bearing"": 22}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1135, ""width"": 220, ""depth"": 11.9, ""bearing"": 302}]",513
514,141,Port of Sines Main Approach Channel,20781,236,14.1,13.5,Two-Way,381,62,12.6,FALSE,12,FALSE,TRUE,TRUE,None,1500,30,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4444, ""width"": 231, ""depth"": 14.2, ""bearing"": 269}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2777, ""width"": 211, ""depth"": 14.6, ""bearing"": 32}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 13560, ""width"": 254, ""depth"": 14.6, ""bearing"": 215}]",514
515,141,Port of Sines Inner Navigation Channel,5786,181,14.3,13.1,One-Way,355,49,12.8,TRUE,8,FALSE,TRUE,TRUE,None,750,40,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1291, ""width"": 188, ""depth"": 14.5, ""bearing"": 74}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 885, ""width"": 208, ""depth"": 14.2, ""bearing"": 237}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3610, ""width"": 209, ""depth"": 14.8, ""bearing"": 273}]",515
516,141,Port of Sines Basin Access Channel,2335,245,10.2,8.8,One-Way,253,46,8.7,TRUE,8,TRUE,TRUE,TRUE,24/7 Operations,1500,45,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 425, ""width"": 228, ""depth"": 10.2, ""bearing"": 35}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1910, ""width"": 251, ""depth"": 9.8, ""bearing"": 165}]",516
517,142,Port of Leixoes Main Approach Channel,9974,357,25,23.6,One-Way,361,60,23.5,FALSE,10,FALSE,TRUE,TRUE,None,1500,40,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1995, ""width"": 335, ""depth"": 25.4, ""bearing"": 154}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3077, ""width"": 351, ""depth"": 25.4, ""bearing"": 164}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1724, ""width"": 352, ""depth"": 24.7, ""bearing"": 312}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 486, ""width"": 330, ""depth"": 24.9, ""bearing"": 64}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 2692, ""width"": 327, ""depth"": 24.9, ""bearing"": 42}]",517
518,142,Port of Leixoes Inner Navigation Channel,3336,307,12.8,11.8,One-Way,312,51,11.3,TRUE,8,TRUE,TRUE,TRUE,Daylight Hours Preferred,500,40,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1219, ""width"": 322, ""depth"": 12.7, ""bearing"": 329}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 377, ""width"": 278, ""depth"": 12.9, ""bearing"": 225}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 311, ""width"": 293, ""depth"": 12.6, ""bearing"": 315}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 563, ""width"": 278, ""depth"": 13.0, ""bearing"": 238}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 866, ""width"": 318, ""depth"": 12.7, ""bearing"": 63}]",518
