vessel_id,imo_number,flagState,flagStateName,vessel_name,vessel_type,loa,beam,draft,grossTonnage,cargoType,cargoVolume,cargoUnit
2423,9534222,JP,Japan,MINERVA GLORY III,Suezmax,281,53,16.6,84870,Fuel Oil,120015,MT
2424,9806589,MH,Marshall Islands,FEEDER EXPRESS 9,Feeder Container,158,28,10.3,17609,Containers,2847,TEU
2425,9504309,LR,Liberia,HAPAG EXPRESS 1,Neo-Panamax Container,335,49,13.5,122161,Containers,13213,TEU
2426,9259983,SG,Singapore,GENER8 GLORY 7,Suezmax,296,52,15.5,162414,Crude Oil,128171,MT
2427,9574670,IT,Italy,TORM MARY V,MR Tanker,177,33,11.3,36073,Jet Fuel,52242,MT
2428,9725996,MH,Marshall Islands,X-PRESS LINK 1,Feeder Container,137,30,9.8,21080,Containers,1377,TEU
2429,9279870,US,United States,COLOR STAR IV,Passenger Ferry,159,27,7.9,36062,Vehicles,1799,PAX
2430,9044744,LR,Liberia,STOLT INTEGRITY I,Chemical Tanker,154,26,11.4,29862,Vegetable Oils,34503,MT
2431,9119628,BS,Bahamas,TALLINK SPIRIT V,Passenger Ferry,164,28,7.3,56588,Passengers,3071,PAX
2432,9633607,PA,Panama,HANDY JADE 7,Handysize Bulk,166,26,8.7,19493,Steel Products,38090,MT
2433,9321552,LR,Liberia,ULTRA HARMONY 2,Supramax Bulk,200,31,11.6,42724,Fertilizer,52823,MT
2434,9917781,LR,Liberia,MSC HORIZON V,Cruise Ship,350,37,9.1,152231,Passengers,2566,PAX
2435,9256588,NO,Norway,COOL EXPRESS V,Reefer,155,28,10.5,16936,Meat,386057,CBF
2436,9831608,DE,Germany,SUNNY DIAMOND IV,Handysize Bulk,147,25,8.8,15471,Scrap Metal,25327,MT
2437,9204872,LR,Liberia,HAFNIA STAR I,Aframax,260,44,13,63407,Crude Oil,116148,MT
2438,9412158,MT,Malta,ZIM PACIFIC 2,Panamax Container,291,36,13,57230,Containers,4174,TEU
2439,9166028,MH,Marshall Islands,PIL EUROPE 2,Panamax Container,285,34,12.4,60068,Containers,4888,TEU
2440,9711508,JP,Japan,GENER8 LIGHT V,Suezmax,291,50,15.9,130357,Crude Oil,142827,MT
2441,9628563,MH,Marshall Islands,X-PRESS LINK 5,Feeder Container,158,24,9.8,18644,Containers,818,TEU
2442,9659143,AE,UAE,TORM MARY I,MR Tanker,172,33,11.1,30817,Naphtha,39731,MT
2443,9981463,MH,Marshall Islands,ARCTIC EXPRESS IV,Reefer,152,23,9.3,13709,Fish,541309,CBF
2444,9429748,PA,Panama,ARDMORE MARY I,MR Tanker,190,32,10.7,38854,Gasoline,45879,MT
2445,9651732,MH,Marshall Islands,COASTAL SERVICE 8,Feeder Container,192,26,9.8,8048,Containers,2984,TEU
2446,9600815,GB,United Kingdom,PIL PACIFIC III,Panamax Container,280,33,12.4,65890,Containers,4179,TEU
2447,9311169,MT,Malta,PANA HARVEST III,Panamax Bulk,220,38,13.1,54190,Grain,74541,MT
2448,9842934,PA,Panama,STENA PROGRESS III,Panamax Tanker,226,37,12.2,42449,Fuel Oil,65889,MT
2449,9919282,MH,Marshall Islands,PIL ASIA IV,Panamax Container,283,35,12.4,61370,Containers,4320,TEU
2450,9441902,MH,Marshall Islands,NYK LEADER III,PCTC,223,31,9.7,73105,Cars,7959,CEU
2451,9627215,MH,Marshall Islands,HMM ACE V,ULCV,382,62,14.7,190821,Containers,23639,TEU
2452,9983112,NL,Netherlands,ZIM ASIA IV,Panamax Container,262,33,13.1,71182,Containers,5081,TEU
2453,9248857,HK,Hong Kong,WAN HAI ATLANTIC I,Panamax Container,294,38,12.8,58337,Containers,4545,TEU
2454,9172815,NO,Norway,STAR PIONEER I,VLCC,333,56,19.2,280650,Crude Oil,262870,MT
2455,9773775,PA,Panama,PACIFIC SPIRIT 3,Handymax Bulk,184,33,12.1,31788,Cement,50896,MT
2456,9862302,LR,Liberia,REGIONAL LINK 980,Feeder Container,155,26,10.2,8821,Containers,2045,TEU
2457,9148515,PA,Panama,NORTH SEA LINK III,RoRo Cargo,154,27,9.4,19874,Rolling Cargo,3396,LM
2458,9874684,GR,Greece,SUPRA HARMONY 8,Supramax Bulk,211,30,12.6,31955,Fertilizer,60088,MT
2459,9622546,GB,United Kingdom,GLOBAL TITAN,VLCC,332,65,18.5,207627,Crude Oil,258286,MT
2460,9999818,GB,United Kingdom,BALTIC SPIRIT IV,Aframax,265,44,14.2,83147,Dirty Petroleum Products,84795,MT
2461,9284166,GB,United Kingdom,BRITTANY ADVENTURER III,Passenger Ferry,212,29,7.2,40308,Vehicles,3043,PAX
2462,9958248,PA,Panama,HAFNIA SPIRIT III,Aframax,270,48,14.5,58171,Dirty Petroleum Products,114326,MT
2463,9356579,SG,Singapore,GASLOG GRACE III,LNG Carrier,282,51,11.7,114527,LNG,176003,CBM
2464,9272061,NL,Netherlands,REGIONAL LINK 2,Feeder Container,199,27,8.3,8093,Containers,2946,TEU
2465,9273760,KR,South Korea,SK GRACE V,LNG Carrier,288,46,12.4,104144,LNG,209406,CBM
2466,9374776,LR,Liberia,SUNRISE CARRIER V,Panamax Bulk,229,38,13.1,37272,Grain,71155,MT
2467,9518211,MH,Marshall Islands,MAERSK HARMONY IV,Neo-Panamax Container,334,52,14.3,142047,Containers,14399,TEU
2468,9868097,MT,Malta,SEA GLORY IV,VLCC,349,62,20.1,161399,Crude Oil,301208,MT
2469,9853135,ID,Indonesia,TRANS MERCHANT 4,General Cargo,164,23,7.6,12459,Timber,24310,MT
2470,9753198,PH,Philippines,EURO TRADER 200,General Cargo,148,26,7.9,6769,General Cargo,24453,MT
2471,9503525,MT,Malta,EURO PROGRESS 3,General Cargo,141,22,9.3,19740,Timber,10588,MT
2472,9774629,SG,Singapore,ODFJELL INTEGRITY 5,Chemical Tanker,183,32,10.8,11815,Methanol,16425,MT
2473,9167036,LR,Liberia,GLOBAL HARMONY 7,General Cargo,129,20,8.5,14736,Steel,10443,MT
2474,9605480,SA,Saudi Arabia,NORDIC STAR I,Suezmax,288,55,16,159003,Fuel Oil,164015,MT
2475,9521989,BS,Bahamas,NYK HIGHWAY V,PCTC,227,33,9.9,63342,Cars,4342,CEU
2476,9660605,BS,Bahamas,ATLANTIC SPIRIT 5,Handymax Bulk,200,33,12.3,34911,Logs,42460,MT
2477,9048528,PA,Panama,ATLANTIC MERCHANT 2,Handymax Bulk,193,31,11.9,21087,Fertilizer,35384,MT
2478,9726423,SG,Singapore,GENER8 PRIDE IV,Suezmax,295,51,15.6,148455,Fuel Oil,152427,MT
2479,9555517,LR,Liberia,IRON FORTUNE I,Capesize Bulk,272,47,16.3,90529,Iron Ore,169261,MT
2480,9585097,ID,Indonesia,SUPRA PROGRESS 4,Supramax Bulk,218,32,12.5,36728,Sugar,51115,MT
2481,9526606,DK,Denmark,EVERGREEN ATLANTIC 3,Panamax Container,263,37,12.6,70354,Containers,4623,TEU
2482,9029585,CN,China,GLOBAL MERCHANT 2,General Cargo,121,24,8.9,15296,Bagged Goods,18604,MT
2483,9574775,MT,Malta,GENER8 PRIDE III,Suezmax,284,55,16.5,103858,Fuel Oil,141184,MT
2484,9100876,LR,Liberia,COASTAL RUBY 9,Handysize Bulk,163,30,9.1,24923,Steel Products,35337,MT
2485,9516912,IT,Italy,SK GRACE IV,LNG Carrier,294,53,12.5,115015,LNG,256522,CBM
2486,9725607,BS,Bahamas,ATLANTIC SPIRIT 9,Handymax Bulk,172,32,11.5,24867,Cement,44250,MT
2487,9140016,MH,Marshall Islands,SCORPIO EMMA III,MR Tanker,183,28,11.4,38581,Gasoline,54590,MT
2488,9757192,PA,Panama,HMM OSCAR III,ULCV,398,57,14.8,190868,Containers,22545,TEU
2489,9530691,IN,India,EVERGREEN ASIA 3,Panamax Container,288,33,12.3,53480,Containers,5490,TEU
2490,9040891,PA,Panama,STENA EMMA 5,MR Tanker,178,28,10.5,23656,Gasoline,36413,MT
2491,9934820,LR,Liberia,TRANS FORTUNE II,Supramax Bulk,208,33,12.7,42331,Grain,50812,MT
2492,9526747,SG,Singapore,POLAR STAR IV,Reefer,167,27,8.8,14341,Refrigerated Cargo,352255,CBF
2493,9428684,LR,Liberia,FINNLINES TRADER 3,RoRo Cargo,162,27,7.2,43284,Trailers,3906,LM
2494,9258295,MT,Malta,HAFNIA PERFORMANCE 3,Panamax Tanker,227,36,13.4,51516,Clean Petroleum Products,73557,MT
2495,9768566,DK,Denmark,GLOVIS HIGHWAY 8,PCTC,226,30,9.6,55709,Cars,5979,CEU
2496,9279649,KR,South Korea,REGIONAL EXPRESS 5,Feeder Container,133,29,9.4,23659,Containers,1418,TEU
2497,9298498,SG,Singapore,ISLAND RUBY 7,Handysize Bulk,152,29,9.3,20958,Grain,39092,MT
2498,9357790,GB,United Kingdom,CMA CGM OSCAR III,ULCV,392,62,16.5,227234,Containers,20219,TEU
2499,9221693,PA,Panama,SAMSUNG PIONEER 5,LNG Carrier,311,53,11.6,162843,LNG,258339,CBM
2500,9594096,LR,Liberia,BALTIC QUEEN V,Aframax,237,43,13.2,65983,Fuel Oil,92037,MT
2501,9458286,LR,Liberia,MSC EXPRESS 5,Neo-Panamax Container,331,48,14.5,102913,Containers,15024,TEU
2502,9182828,JP,Japan,BIGLIFT FALCON,Heavy Lift,170,26,8.5,21554,Project Cargo,31723,MT
2503,9018296,NO,Norway,ZIM ATLANTIC V,Panamax Container,283,35,13.2,55080,Containers,4257,TEU
2504,9198435,HK,Hong Kong,EVER GLORY IV,ULCV,380,60,15,216891,Containers,20034,TEU
2505,9712711,CN,China,SAL RANGER III,Heavy Lift,153,34,8.8,20990,Offshore Equipment,17705,MT
2506,9126667,CN,China,ARDMORE SPIRIT I,Panamax Tanker,242,35,11.8,42943,Fuel Oil,72501,MT
2507,9456503,CN,China,ATLANTIC CARRIER 8,Handymax Bulk,178,33,10.8,20827,Grain,40391,MT
2508,9779926,PH,Philippines,SUNRISE HARVEST IV,Panamax Bulk,220,35,12.8,44716,Bauxite,73787,MT
2509,9892436,CY,Cyprus,ISLAND PEARL 9,Handysize Bulk,166,24,9.7,21986,Logs,26395,MT
2510,9653370,HK,Hong Kong,BW LEADER IV,LPG Carrier,256,41,11.7,50098,Ammonia,65822,CBM
2511,9673794,LR,Liberia,SWIRE SERVER III,Offshore Supply,78,23,6.6,3077,Water,4933,MT
2512,9417939,MT,Malta,MINERVA LIGHT I,Suezmax,296,53,15.2,105212,Crude Oil,125189,MT
2513,9304188,GR,Greece,HANDY RUBY III,Handysize Bulk,170,30,9.3,17293,Scrap Metal,30436,MT
2514,9508785,IN,India,HANDY CARRIER 6,Handymax Bulk,199,32,10.5,22583,Steel Coils,36591,MT
2515,9812926,FR,France,SAMSUNG GRACE II,LNG Carrier,280,47,11.7,120172,LNG,161511,CBM
2516,9248645,IT,Italy,STOLT INTEGRITY 3,Chemical Tanker,141,22,10.6,20357,Vegetable Oils,39396,MT
2517,9585127,CN,China,COLOR STAR III,Passenger Ferry,168,30,7.8,31017,Passengers,1786,PAX
2518,9410152,LR,Liberia,STAR CARRIER 2,Handymax Bulk,174,33,10.4,25575,Fertilizer,49372,MT
2519,9677644,MH,Marshall Islands,ISLAND DIAMOND 3,Handysize Bulk,157,27,9.4,15597,General Bulk,20370,MT
2520,9720031,MH,Marshall Islands,MINERAL PROSPERITY III,Capesize Bulk,281,44,17.4,98849,Iron Ore,172570,MT
2521,9043353,MY,Malaysia,WAN HAI PACIFIC 8,Panamax Container,278,35,13,70604,Containers,4935,TEU
2522,9288636,GB,United Kingdom,REGIONAL EXPRESS 3,Feeder Container,155,25,9.1,28271,Containers,2089,TEU
2523,9177151,BS,Bahamas,STAR TRADER II,Handymax Bulk,179,28,10.9,20313,Logs,47369,MT
2524,9765261,LR,Liberia,ISLAND PEARL 6,Handysize Bulk,157,30,9.3,18160,Logs,29073,MT
2525,9412226,HK,Hong Kong,ULTRA UNITY I,Supramax Bulk,217,31,12.7,38624,Grain,58742,MT
2526,9406580,PA,Panama,BALTIC TRADER V,RoRo Cargo,169,30,9.4,32591,Rolling Cargo,2509,LM
2527,9676624,CN,China,FEEDER SERVICE 2,Feeder Container,156,23,9.2,17072,Containers,859,TEU
2528,9362067,CN,China,ATLANTIC CARRIER 3,Handymax Bulk,192,30,10.6,24030,Logs,39741,MT
2529,9551301,GR,Greece,REGIONAL SERVICE 6,Feeder Container,135,22,9.1,16482,Containers,965,TEU
2530,9888330,LR,Liberia,SUEZ SPIRIT V,Suezmax,299,50,16.7,142053,Fuel Oil,156120,MT
2531,9301006,PA,Panama,STOLT PRECISION 6,Chemical Tanker,172,24,10.1,25803,Phosphoric Acid,44973,MT
2532,9491959,BS,Bahamas,MSC ACE II,ULCV,382,56,15.2,188610,Containers,23029,TEU
2533,9862745,BS,Bahamas,MOL HIGHWAY 1,PCTC,187,36,8.7,59308,Vehicles,6207,CEU
2534,9851917,NO,Norway,BALTIC TRADER 2,RoRo Cargo,182,29,8.2,40676,Trailers,3628,LM
2535,9813766,LR,Liberia,DORIAN LEADER II,LPG Carrier,248,40,11.4,46689,Butane,68721,CBM
2536,9209672,DK,Denmark,FEEDER SERVICE 8,Feeder Container,168,27,10.4,24074,Containers,1716,TEU
2537,9166899,PA,Panama,SCORPIO LAURA V,MR Tanker,184,28,9.6,27486,Diesel,48880,MT
2538,9672541,PA,Panama,TRANS PROGRESS 8,General Cargo,124,28,8.2,18159,Bagged Goods,20599,MT
2539,9939793,US,United States,PIL ATLANTIC III,Panamax Container,279,32,13.3,55898,Containers,5083,TEU
2540,9717058,PA,Panama,SUNRISE CARRIER 4,Panamax Bulk,232,32,12.8,39643,Iron Ore,78859,MT
2541,9357279,PA,Panama,SUPRA UNITY 6,Supramax Bulk,200,31,11.1,43117,Fertilizer,61833,MT
2542,9644726,SA,Saudi Arabia,TORM LIGHT IV,Aframax,236,45,14.2,63428,Dirty Petroleum Products,110234,MT
2543,9231626,PA,Panama,GLOBAL MERCHANT 1,General Cargo,144,21,8.7,10393,Bagged Goods,23899,MT
2544,9402579,CN,China,COASTAL RUBY 2,Handysize Bulk,153,29,9.8,20252,Steel Products,21353,MT
2545,9457916,MH,Marshall Islands,HANDY JADE II,Handysize Bulk,168,26,10.4,19892,Scrap Metal,35605,MT
2546,9265397,SA,Saudi Arabia,COASTAL PEARL 7,Handysize Bulk,145,24,10.3,23660,Steel Products,35318,MT
2547,9571517,GB,United Kingdom,NORDIC SPIRIT 2,Aframax,232,45,13.2,62198,Crude Oil,81150,MT
2548,9976961,FR,France,PACIFIC PIONEER,VLCC,344,68,18,315965,Crude Oil,277376,MT
2549,9498108,BS,Bahamas,MSC OSCAR I,ULCV,391,57,15.6,213031,Containers,22639,TEU
2550,9120977,FR,France,K LINE HIGHWAY I,PCTC,210,33,9.6,74631,Trucks,7669,CEU
2551,9245859,MH,Marshall Islands,FRESH EXPRESS III,Reefer,138,25,8.7,11179,Fish,359939,CBF
2552,9207655,PA,Panama,HAPAG HARMONY 2,Neo-Panamax Container,341,49,13.5,127108,Containers,15293,TEU
2553,9583555,SG,Singapore,OCEAN DIGNITY IV,Capesize Bulk,286,48,17.6,105840,Iron Ore,192321,MT
2554,9856400,NO,Norway,SUNNY DIAMOND I,Handysize Bulk,161,28,8.6,18524,Grain,29594,MT
2555,9424111,DE,Germany,GOLDEN TRADER V,Panamax Bulk,235,33,14,50985,Grain,69036,MT
2556,9117947,PA,Panama,PACIFIC TRADER 8,Panamax Bulk,241,35,14.1,45682,Grain,73302,MT
2557,9483736,PA,Panama,NAVIG8 EXCELLENCE 8,Chemical Tanker,140,24,9.4,34361,Vegetable Oils,36484,MT
2558,9348674,US,United States,TALLINK SPIRIT I,Passenger Ferry,205,31,7.7,31095,Passengers,1872,PAX
2559,9705912,BS,Bahamas,ULTRA HARMONY 7,Supramax Bulk,194,33,11.5,39811,Sugar,63246,MT
2560,9379881,PA,Panama,EURO MERCHANT 5,General Cargo,168,20,7.7,6556,Steel,10238,MT
2561,9535214,LR,Liberia,STAR MERCHANT 1,Handymax Bulk,172,30,11.4,27129,Grain,35988,MT
2562,9485294,US,United States,STENA PERFORMANCE V,Panamax Tanker,223,35,12.5,43112,Fuel Oil,57556,MT
2563,9223875,CN,China,MINERVA GLORY IV,Suezmax,290,48,16.7,163172,Fuel Oil,154632,MT
2564,9748196,HK,Hong Kong,POLAR TRADER IV,Reefer,150,28,9.7,8029,Refrigerated Cargo,465442,CBF
2565,9987519,HK,Hong Kong,OCEAN GLORY V,Capesize Bulk,278,44,16.8,110859,Coal,186259,MT
2566,9300262,MT,Malta,K LINE LEADER I,PCTC,198,33,8.2,60797,Trucks,4502,CEU
2567,9282816,HK,Hong Kong,EVERGREEN EUROPE III,Panamax Container,265,33,13.4,73346,Containers,5013,TEU
2568,9277790,LR,Liberia,SUPRA UNITY 9,Supramax Bulk,216,31,11.5,42663,Fertilizer,55234,MT
2569,9007534,HK,Hong Kong,PACIFIC TRADER 2,Panamax Bulk,228,36,13.9,51204,Coal,73336,MT
2570,9189745,GR,Greece,FRESH TRADER III,Reefer,143,22,9.7,10813,Fruits,575246,CBF
2571,9109393,MT,Malta,MOL LEADER II,PCTC,217,35,10.5,73750,Heavy Machinery,7973,CEU
2572,9637139,MT,Malta,HAFNIA MARY IV,MR Tanker,175,30,11.1,25455,Jet Fuel,47753,MT
2573,9161512,ID,Indonesia,SUPRA HARMONY 4,Supramax Bulk,195,33,12.6,32473,Grain,58917,MT
2574,9051694,GR,Greece,PANA HARVEST 7,Panamax Bulk,233,38,14.1,52965,Coal,69695,MT
2575,9415742,MH,Marshall Islands,NYK LEADER V,PCTC,214,34,8.2,53153,Trucks,6239,CEU
2576,9184295,PA,Panama,HAFNIA SPIRIT I,Panamax Tanker,223,37,11.9,51881,Fuel Oil,65998,MT
2577,9931359,MH,Marshall Islands,INTER HARMONY 3,Supramax Bulk,193,35,11.8,30326,Fertilizer,58418,MT
2578,9830356,LR,Liberia,MSC FUTURE III,Neo-Panamax Container,351,51,14.7,144249,Containers,14095,TEU
2579,9521392,GR,Greece,WAN HAI PACIFIC II,Panamax Container,272,37,13.1,68894,Containers,4710,TEU
2580,9633479,PH,Philippines,COASTAL EXPRESS 5,Feeder Container,172,29,10.4,16994,Containers,2407,TEU
2581,9188575,LR,Liberia,CELEBRITY DREAM I,Cruise Ship,355,33,9.3,156164,Passengers,2937,PAX
2582,9051801,JP,Japan,PIL ASIA II,Panamax Container,267,37,12,67308,Containers,4631,TEU
2583,9600561,HK,Hong Kong,GOLDEN HARVEST 3,Panamax Bulk,232,38,13,43806,Bauxite,69017,MT
2584,9641673,CN,China,HAFNIA ANNE III,MR Tanker,182,32,10.9,24813,Jet Fuel,45733,MT
2585,9132774,TW,Taiwan,EURO MERCHANT 2,General Cargo,159,22,9.7,11640,Machinery,21042,MT
2586,9530505,MY,Malaysia,STAR SPIRIT II,Handymax Bulk,188,30,10.5,32719,Steel Coils,48560,MT
2587,9977309,BS,Bahamas,STENA SOFIA II,MR Tanker,176,33,11.2,32569,Gasoline,53265,MT
2588,9663321,JP,Japan,NORTH SEA CARRIER 5,RoRo Cargo,198,32,9,41445,Heavy Equipment,5426,LM
2589,9766989,DK,Denmark,TIDEWATER PROVIDER I,Offshore Supply,86,21,6.1,4772,Drilling Supplies,3489,MT
2590,9820319,BS,Bahamas,EVERGREEN EUROPE I,Panamax Container,278,34,12.8,58386,Containers,4115,TEU
2591,9343944,MH,Marshall Islands,SCORPIO QUEEN I,Aframax,238,43,14.8,72602,Fuel Oil,89214,MT
2592,9100857,TW,Taiwan,NORDIC SPIRIT 7,Aframax,242,42,14.2,64741,Fuel Oil,110511,MT
2593,9562336,NO,Norway,K LINE CHAMPION 5,PCTC,194,32,8.6,49892,Trucks,6935,CEU
2594,9069328,PA,Panama,ARDMORE PROGRESS IV,Panamax Tanker,223,37,11.9,41713,Clean Petroleum Products,66718,MT
2595,9010082,MH,Marshall Islands,MARAN LIGHT V,Suezmax,285,54,16.8,135637,Fuel Oil,125562,MT
2596,9875464,GR,Greece,JUMBO STAR III,Heavy Lift,164,35,8.5,13533,Modules,11976,MT
2597,9944966,JP,Japan,INTER UNITY 6,Supramax Bulk,220,34,12.2,41430,Sugar,57619,MT
2598,9736957,LR,Liberia,MSC EAGLE III,Neo-Panamax Container,345,48,14.9,141898,Containers,15834,TEU
2599,9664961,LR,Liberia,STOLT EXCELLENCE 2,Chemical Tanker,187,29,9.1,23804,Phosphoric Acid,18793,MT
2600,9400922,HK,Hong Kong,NAVIG8 EXCELLENCE 4,Chemical Tanker,185,26,10.2,23416,Caustic Soda,43346,MT
2601,9502342,SG,Singapore,HANDY MERCHANT 8,Handymax Bulk,176,30,11.5,31651,Fertilizer,46375,MT
2602,9789619,US,United States,INTER FORTUNE 1,Supramax Bulk,215,33,11.7,33772,Sugar,60168,MT
2603,9178503,HK,Hong Kong,FEEDER EXPRESS 4,Feeder Container,144,24,10.4,8529,Containers,2888,TEU
2604,9866789,PA,Panama,OCEAN CHAMPION,VLCC,343,70,20,158375,Crude Oil,267394,MT
2605,9130215,PA,Panama,BOURBON PROVIDER III,Offshore Supply,92,24,5.9,5623,Drilling Supplies,3639,MT
2606,9868057,MT,Malta,HANSA GIANT 8,Heavy Lift,177,31,8.8,16336,Heavy Lift,25352,MT
2607,9367038,HK,Hong Kong,BRITTANY EXPLORER V,Passenger Ferry,194,30,6.4,37473,Vehicles,1628,PAX
2608,9538364,DE,Germany,POLAR EXPRESS V,Reefer,153,24,9.5,11978,Fish,588118,CBF
2609,9944263,PA,Panama,ATLANTIC SPIRIT 6,Handymax Bulk,171,30,11.4,23591,Cement,47203,MT
2610,9688854,LR,Liberia,ZIM ATLANTIC 5,Panamax Container,277,32,13,72789,Containers,4971,TEU
2611,9978417,BS,Bahamas,SUNRISE MERCHANT 3,Panamax Bulk,222,38,13.2,49654,Bauxite,71336,MT
2612,9500887,HK,Hong Kong,STENA EXPLORER I,Passenger Ferry,171,32,7.2,21392,Vehicles,1890,PAX
2613,9066951,TW,Taiwan,ATLANTIC TRADER IV,Handymax Bulk,181,31,11.6,28653,Steel Coils,37113,MT
2614,9691403,PA,Panama,COASTAL PEARL 8,Handysize Bulk,147,28,10.2,13294,Steel Products,32323,MT
2615,9548576,PH,Philippines,COOL CARRIER 5,Reefer,172,24,9.3,17968,Fish,440749,CBF
2616,9608563,HK,Hong Kong,EVERGREEN PACIFIC 5,Panamax Container,284,32,13.1,72664,Containers,4663,TEU
2617,9982449,HK,Hong Kong,INTER HARMONY 2,Supramax Bulk,192,35,11.1,33568,Grain,58364,MT
2618,9881828,LR,Liberia,TALLINK EXPLORER II,Passenger Ferry,151,29,7.5,26335,Passengers,2674,PAX
2619,9921061,PH,Philippines,WAN HAI ATLANTIC 3,Panamax Container,290,33,12.9,71193,Containers,5423,TEU
2620,9310287,ID,Indonesia,NYK CHAMPION 8,PCTC,215,35,9,72173,Heavy Machinery,8391,CEU
2621,9695687,CN,China,HANDY PEARL 8,Handysize Bulk,176,30,10.2,20919,Scrap Metal,37632,MT
2622,9603738,IN,India,GOLDEN HARVEST 9,Panamax Bulk,245,36,12.7,40499,Iron Ore,81513,MT
2623,9667426,PA,Panama,MSC FUTURE 1,Neo-Panamax Container,354,52,15,124087,Containers,15702,TEU
2624,9778896,US,United States,HAFNIA PERFORMANCE 1,Panamax Tanker,223,32,13.3,35740,Gasoil,68054,MT
2625,9931270,SG,Singapore,PANA TRADER I,Panamax Bulk,238,36,13.7,36329,Coal,78753,MT
2626,9896223,GR,Greece,DOF PROVIDER II,Offshore Supply,85,19,6,3369,Fuel,3633,MT
2627,9721162,MT,Malta,ARDMORE PERFORMANCE 6,Panamax Tanker,225,36,12.3,40796,Gasoil,66599,MT
2628,9694653,KR,South Korea,SEA NAVIGATOR,VLCC,327,62,21.1,157295,Crude Oil,273042,MT
2629,9704148,DK,Denmark,STAR TRADER 7,Handymax Bulk,188,29,10.7,20175,Steel Coils,37248,MT
2630,9467524,MH,Marshall Islands,NORDIC INTEGRITY 5,Chemical Tanker,153,25,9.7,34667,Phosphoric Acid,26748,MT
2631,9206189,MY,Malaysia,ASIA TRADER 7,General Cargo,169,27,7.6,18265,Steel,21504,MT
2632,9535367,HK,Hong Kong,BOURBON SUPPORTER IV,Offshore Supply,85,22,6.8,4798,Fuel,5419,MT
2633,9682247,PA,Panama,FEEDER LINK 7,Feeder Container,151,23,9.8,16405,Containers,2981,TEU
2634,9188861,DK,Denmark,NORWEGIAN HORIZON,Cruise Ship,304,40,8.2,185201,Passengers,6102,PAX
2635,9671720,CN,China,HAFNIA LIGHT V,Aframax,243,42,13.5,54097,Crude Oil,114037,MT
2636,9072954,MH,Marshall Islands,MARAN STAR II,LNG Carrier,289,43,12.4,121285,LNG,226321,CBM
2637,9915854,US,United States,HOEGH CHAMPION IV,PCTC,183,34,9.8,73349,Vehicles,7802,CEU
2638,9780894,PA,Panama,TRANS FORTUNE 1,Supramax Bulk,206,30,12.1,31556,Grain,59458,MT
2639,9601262,PA,Panama,EAGLE GLORY III,VLCC,344,60,18.1,162647,Crude Oil,305135,MT
2640,9357505,PA,Panama,GLOVIS TRIUMPH 1,PCTC,219,35,8.5,46957,Heavy Machinery,5121,CEU
2641,9291522,BS,Bahamas,SAMSUNG SPIRIT II,LNG Carrier,323,55,11.2,90000,LNG,225966,CBM
2642,9019716,CN,China,COSCO TRIUMPH II,ULCV,391,60,16,234735,Containers,20974,TEU
2643,9339670,PA,Panama,BOURBON PROVIDER 5,Offshore Supply,77,19,6.5,4895,Fuel,3127,MT
2644,9051839,BS,Bahamas,ATLANTIC HIGHWAY IV,RoRo Cargo,170,28,8.7,37079,Rolling Cargo,5396,LM
2645,9088149,CY,Cyprus,DOF SUPPORTER IV,Offshore Supply,70,21,7,5352,Fuel,4293,MT
2646,9935359,HK,Hong Kong,SUNNY RUBY 1,Handysize Bulk,140,30,9.8,20967,Logs,25084,MT
2647,9947692,LR,Liberia,CAPE GLORY IV,Capesize Bulk,284,45,17.2,85421,Coal,151695,MT
2648,9436200,LR,Liberia,HAFNIA LIGHT I,Aframax,239,44,13.5,60541,Crude Oil,92000,MT
2649,9025169,MT,Malta,ATLANTIC LINK 6,RoRo Cargo,191,25,7.5,32763,Heavy Equipment,5450,LM
2650,9456818,NO,Norway,HANDY TRADER 8,Handymax Bulk,189,29,11,31529,Logs,52198,MT
2651,9336740,LR,Liberia,SK STAR III,LNG Carrier,322,53,11.6,155730,LNG,239397,CBM
2652,9800956,CN,China,NORTH SEA CARRIER V,RoRo Cargo,202,28,8.3,29166,Rolling Cargo,4534,LM
2653,9883823,LR,Liberia,TRANS FORTUNE 7,Supramax Bulk,220,34,11.1,28423,Fertilizer,52279,MT
2654,9697135,MH,Marshall Islands,OCEAN NAVIGATOR II,VLCC,328,63,21,298693,Crude Oil,316443,MT
2655,9020852,HK,Hong Kong,NAVIG8 PRECISION 2,Chemical Tanker,186,28,9.9,24666,Methanol,27365,MT
2656,9378321,PA,Panama,SCORPIO SOFIA II,MR Tanker,182,31,9.6,36671,Jet Fuel,53817,MT
2657,9537567,PA,Panama,NAVIG8 INTEGRITY II,Chemical Tanker,141,27,11.8,34751,Vegetable Oils,43844,MT
2658,9741938,SG,Singapore,HAPAG FUTURE I,Neo-Panamax Container,327,52,14.6,130285,Containers,15273,TEU
2659,9345486,LR,Liberia,BOURBON PROVIDER II,Offshore Supply,89,19,6.7,4436,Drilling Supplies,3142,MT
2660,9888513,CY,Cyprus,SK SPIRIT III,LNG Carrier,321,49,11.7,109225,LNG,160470,CBM
2661,9212207,LR,Liberia,SEA TITAN II,VLCC,337,55,18.4,268701,Crude Oil,267016,MT
